feedback_text,sentiment
Access to expert advice has made a big difference #43,Positive
The market has usual crowd this season #174,Neutral
The awareness program helped us use pesticides more effectively #205,Positive
Loan disbursement is delayed every season #474,Negative
We planted the crops last week as per schedule #101,Neutral
The co-operative model has brought more unity in farming #69,Positive
Storage facilities are in very poor condition #876,Negative
The soil seems to be holding moisture well #380,Neutral
Farming operations are progressing steadily #232,Neutral
The new tractor loan has helped speed up fieldwork #138,Positive
Our training on composting was very effective #797,Positive
We are using last year’s strategies for this crop #181,Neutral
There is average participation in training events #129,Neutral
The weather updates helped us avoid major damage #759,Positive
The canal water system is functioning well now #542,Positive
The soil quality has degraded over the years #20,Negative
There is routine inspection happening this week #289,Neutral
The solar-powered pumps are very efficient #166,Positive
The organic fair gave us great exposure #249,Positive
There is no support during natural disasters #332,Negative
No major incidents have been reported this season #18,Neutral
Our training on composting was very effective #447,Positive
There’s been a lot of delay in government support #359,Negative
There are no major updates from the cooperative #146,Neutral
Middlemen are taking away most of the profits #330,Negative
The storage is being used moderately this season #911,Neutral
We planted the crops last week as per schedule #151,Neutral
We’ve had a bumper harvest of rice this season #435,Positive
The fertilizer shop is functioning normally #123,Neutral
All the farmers in our area are happy this year #578,Positive
The crops are growing at a normal pace #985,Neutral
Everything appears to be under control for now #742,Neutral
"Government promised help, but nothing arrived #849",Negative
The government scheme really benefited our village #763,Positive
The mobile alerts are useful for daily farming tips #389,Positive
The soil testing facility helped us choose the right fertilizer #236,Positive
We are observing the growth phase of our crops #606,Neutral
The irrigation canal has been dry for months #985,Negative
We had no pest issues this time thanks to early intervention #268,Positive
I'm confident we'll have a great season ahead #771,Positive
The loan paperwork is under process #166,Neutral
The new tractor loan has helped speed up fieldwork #438,Positive
I'm impressed by the new farming techniques we learned #674,Positive
Our field demos were well received by other farmers #250,Positive
The seeds were distributed in the village yesterday #202,Neutral
Our crops were destroyed by wild animals #575,Negative
No significant change in government policies #143,Neutral
Farming operations are progressing steadily #82,Neutral
No major incidents have been reported this season #618,Neutral
There is an ongoing discussion about crop rotation #904,Neutral
The farm produce looks standard this season #740,Neutral
The organic fair gave us great exposure #449,Positive
The soil quality has degraded over the years #470,Negative
I'm grateful for the timely distribution of subsidies #717,Positive
We are continuing with our usual cropping pattern #399,Neutral
Farmers are planning the next crop cycle #615,Neutral
We are continuing with our usual cropping pattern #49,Neutral
We didn’t receive the fertilizer on time #902,Negative
We are not getting enough returns to repay our loans #169,Negative
The online portal made seed ordering very easy #83,Positive
No special announcements from the authorities #425,Neutral
The weather updates were inaccurate and misleading #461,Negative
We are facing labor shortages during peak season #894,Negative
We are not getting enough returns to repay our loans #669,Negative
We planted the crops last week as per schedule #1,Neutral
The drip irrigation system is working really well #476,Positive
We had no pest issues this time thanks to early intervention #518,Positive
The awareness program helped us use pesticides more effectively #405,Positive
We’ve had a bumper harvest of rice this season #385,Positive
Farming operations are progressing steadily #982,Neutral
Weather has been neither too dry nor too wet so far #153,Neutral
Subsidies are not being credited as promised #634,Negative
We completed the harvesting process last week #860,Neutral
The mobile alerts are useful for daily farming tips #689,Positive
The insurance claim was rejected unfairly #241,Negative
The government scheme really benefited our village #63,Positive
The new irrigation system is saving us a lot of water #853,Positive
The seeds were distributed in the village yesterday #752,Neutral
We are monitoring crop health regularly #477,Neutral
The pesticides provided were ineffective #263,Negative
I'm impressed by the new farming techniques we learned #224,Positive
We’re maintaining our usual schedule for sowing #194,Neutral
I'm impressed by the new farming techniques we learned #374,Positive
Our crops were destroyed by wild animals #825,Negative
We haven't faced any new challenges so far #537,Neutral
We are using traditional farming methods this time #870,Neutral
Communication among farmers has been normal #598,Neutral
The crops are growing at a normal pace #685,Neutral
We are seeing better profits than last season #10,Positive
Fodder for livestock is not available this year #945,Negative
We don't have access to reliable weather updates #839,Negative
The weather updates helped us avoid major damage #709,Positive
The local market prices are favorable this time #256,Positive
Our requests to the local officer went unheard #618,Negative
Our farm-to-market transport has improved greatly #390,Positive
There is no support during natural disasters #582,Negative
The farm produce was sold out quickly this week #925,Positive
We haven't faced any new challenges so far #37,Neutral
There is an ongoing discussion about crop rotation #404,Neutral
Our crops were destroyed by wild animals #225,Negative
The crop loan interest rates are too high #947,Negative
Our farm-to-market transport has improved greatly #740,Positive
Rainfall was consistent and well-timed #41,Positive
The co-operative model has brought more unity in farming #869,Positive
Our farm-to-market transport has improved greatly #540,Positive
The storage is being used moderately this season #511,Neutral
We didn't receive any training this year #372,Negative
Our complaints on the portal go unanswered #146,Negative
There is no support during natural disasters #32,Negative
The scheme implementation was smooth and timely #373,Positive
We had no pest issues this time thanks to early intervention #668,Positive
The support from the agriculture department was very helpful #358,Positive
We had no pest issues this time thanks to early intervention #968,Positive
There was no proper guidance from the agriculture department #354,Negative
We are unable to access good quality seeds #36,Negative
I'm confident we'll have a great season ahead #471,Positive
The crop loan interest rates are too high #397,Negative
The water supply is consistent but not excessive #621,Neutral
We’re facing huge losses this season again #550,Negative
We are struggling due to lack of proper irrigation #257,Negative
Meetings are being held as usual #95,Neutral
Heavy rains washed away the seeds after sowing #556,Negative
The farm produce looks standard this season #590,Neutral
The drought has severely affected our crop yield #251,Negative
We’re facing huge losses this season again #700,Negative
Pests destroyed most of our harvest this year #253,Negative
We are using last year’s strategies for this crop #781,Neutral
The new loan program was processed efficiently #80,Positive
The mobile app for services is not working properly #173,Negative
The harvest festival went well with record outputs #815,Positive
Pests destroyed most of our harvest this year #853,Negative
The water supply is consistent but not excessive #221,Neutral
There is average participation in training events #629,Neutral
We are observing the growth phase of our crops #106,Neutral
Our livestock is healthier with the new fodder program #134,Positive
The insurance claim was rejected unfairly #141,Negative
Our livestock is healthier with the new fodder program #934,Positive
Our sugarcane output is at an all-time high #929,Positive
I'm impressed by the new farming techniques we learned #824,Positive
There is no support during natural disasters #532,Negative
We are facing water scarcity in our village #215,Negative
The awareness program helped us use pesticides more effectively #505,Positive
Farmers are planning the next crop cycle #965,Neutral
There are no major updates from the cooperative #396,Neutral
The crop loan interest rates are too high #997,Negative
There’s been a lot of delay in government support #959,Negative
The irrigation canal has been dry for months #385,Negative
The app for fertilizer tracking is working well #895,Positive
Our sugarcane output is at an all-time high #829,Positive
The water supply is consistent but not excessive #921,Neutral
Subsidies are not being credited as promised #684,Negative
No special announcements from the authorities #575,Neutral
We are using traditional farming methods this time #970,Neutral
The rainfall has been average compared to last year #513,Neutral
The new irrigation system is saving us a lot of water #653,Positive
The scheme implementation was smooth and timely #173,Positive
The mobile alerts are useful for daily farming tips #39,Positive
The storage is being used moderately this season #861,Neutral
I'm satisfied with the quality of seeds provided #714,Positive
Rainfall was consistent and well-timed #91,Positive
Farmers attended a local meeting on agriculture trends #955,Neutral
Heavy rains washed away the seeds after sowing #206,Negative
We are cautiously optimistic about the outcome #586,Neutral
Local vendors are exploiting us by offering low prices #828,Negative
Heavy rains washed away the seeds after sowing #156,Negative
Our crops were destroyed by wild animals #325,Negative
I'm grateful for the timely distribution of subsidies #217,Positive
The training on crop rotation has boosted our yield #511,Positive
We’re burdened by increasing input costs #681,Negative
Our field demos were well received by other farmers #500,Positive
We are continuing with our usual cropping pattern #549,Neutral
We are struggling due to lack of proper irrigation #857,Negative
We don't have access to reliable weather updates #389,Negative
The soil quality has degraded over the years #520,Negative
We haven't faced any new challenges so far #387,Neutral
Transport availability is normal this week #722,Neutral
We are monitoring crop health regularly #77,Neutral
The insurance claim was rejected unfairly #541,Negative
Our requests to the local officer went unheard #218,Negative
There’s no help during pest infestations #417,Negative
No major incidents have been reported this season #218,Neutral
Transport availability is normal this week #622,Neutral
We are losing hope due to consistent crop failure #677,Negative
We had to sell our produce at throwaway prices #198,Negative
The electricity bills are too high for farming operations #543,Negative
Our crop yield has significantly increased this year #954,Positive
The timely rain and improved seeds gave us a great harvest #751,Positive
We’ve had a bumper harvest of rice this season #235,Positive
The online portal made seed ordering very easy #733,Positive
No significant change in government policies #993,Neutral
We are struggling due to lack of proper irrigation #157,Negative
The market has usual crowd this season #574,Neutral
There are no major updates from the cooperative #446,Neutral
We’re unable to sell our produce at a fair price #210,Negative
Fertilizer prices have increased drastically #66,Negative
The fields have been plowed and are ready for sowing #157,Neutral
The pesticides provided were ineffective #63,Negative
Our requests to the local officer went unheard #168,Negative
The electricity bills are too high for farming operations #493,Negative
No special announcements from the authorities #475,Neutral
We’ve had a bumper harvest of rice this season #885,Positive
We have enough resources for the next planting cycle #144,Positive
No significant change in government policies #943,Neutral
The timely rain and improved seeds gave us a great harvest #851,Positive
We had no pest issues this time thanks to early intervention #718,Positive
Farmers are planning the next crop cycle #865,Neutral
The harvest festival went well with record outputs #265,Positive
The drip irrigation system is working really well #76,Positive
Crop diversity is giving us more market options #396,Positive
There are no major updates from the cooperative #546,Neutral
No special announcements from the authorities #225,Neutral
There are no current issues in the supply chain #800,Neutral
Our training on composting was very effective #397,Positive
Fertilizer prices have increased drastically #366,Negative
We planted the crops last week as per schedule #501,Neutral
There was no proper guidance from the agriculture department #904,Negative
Crop diversity is giving us more market options #596,Positive
We completed the harvesting process last week #110,Neutral
The crop loan interest rates are too high #297,Negative
We didn't receive any training this year #822,Negative
The scheme implementation was smooth and timely #873,Positive
There's talk about trying a new seed variety next year #912,Neutral
We are monitoring crop health regularly #327,Neutral
"Government promised help, but nothing arrived #549",Negative
Farmer meetings helped us plan better for the season #37,Positive
We are monitoring crop health regularly #527,Neutral
We’re maintaining our usual schedule for sowing #144,Neutral
We are using the same resources as last year #941,Neutral
All the farmers in our area are happy this year #978,Positive
We didn't receive any training this year #572,Negative
The mobile app for services is not working properly #123,Negative
The farm produce looks standard this season #240,Neutral
The electricity bills are too high for farming operations #893,Negative
The drip irrigation system is working really well #676,Positive
Our sugarcane output is at an all-time high #729,Positive
The government scheme really benefited our village #413,Positive
There’s no help during pest infestations #517,Negative
We’re facing huge losses this season again #650,Negative
The drip irrigation system is working really well #826,Positive
I'm grateful for the timely distribution of subsidies #617,Positive
The harvest festival went well with record outputs #115,Positive
We had no pest issues this time thanks to early intervention #418,Positive
Storage facilities are in very poor condition #626,Negative
The farm produce looks standard this season #940,Neutral
Our farm-to-market transport has improved greatly #90,Positive
Nothing unusual about the climate this month #83,Neutral
Our crop yield has significantly increased this year #754,Positive
We’re burdened by increasing input costs #631,Negative
Our soil health has improved thanks to expert advice #12,Positive
Meetings are being held as usual #445,Neutral
We’ve had a bumper harvest of rice this season #285,Positive
There’s no help during pest infestations #67,Negative
Local authorities are not responding to complaints #192,Negative
The insurance claim was rejected unfairly #441,Negative
The seeds were distributed in the village yesterday #802,Neutral
We planted the crops last week as per schedule #801,Neutral
The storage is being used moderately this season #711,Neutral
We are not getting enough returns to repay our loans #569,Negative
We haven't made any changes in farming technique #428,Neutral
We haven't made any changes in farming technique #578,Neutral
Unseasonal rains have caused major crop losses #688,Negative
We received all the fertilizers on time this season #852,Positive
Local authorities visited the farm to inspect progress #208,Neutral
Crop diversity is giving us more market options #896,Positive
Our training on composting was very effective #497,Positive
We are observing the growth phase of our crops #306,Neutral
The pest outbreak this season was uncontrollable #783,Negative
The soil testing facility helped us choose the right fertilizer #336,Positive
The solar-powered pumps are very efficient #516,Positive
"Government promised help, but nothing arrived #349",Negative
Fertilizer prices have increased drastically #16,Negative
Most farmers are preparing for the next sowing season #809,Neutral
There is an ongoing discussion about crop rotation #804,Neutral
There is no support during natural disasters #782,Negative
We are unable to access good quality seeds #786,Negative
The water supply is consistent but not excessive #71,Neutral
I'm happy with how the new organic methods are working #357,Positive
Weather has been neither too dry nor too wet so far #853,Neutral
The pesticides provided were ineffective #313,Negative
We are unable to access good quality seeds #636,Negative
The timely rain and improved seeds gave us a great harvest #551,Positive
There is routine inspection happening this week #389,Neutral
The soil seems to be holding moisture well #480,Neutral
Transport availability is normal this week #522,Neutral
The loan paperwork is under process #266,Neutral
Local vendors are exploiting us by offering low prices #228,Negative
The fertilizer shop is functioning normally #823,Neutral
The support from the agriculture department was very helpful #958,Positive
Loan disbursement is delayed every season #774,Negative
Everything appears to be under control for now #142,Neutral
There’s been a lot of delay in government support #9,Negative
The electricity bills are too high for farming operations #93,Negative
No special announcements from the authorities #675,Neutral
Our training on composting was very effective #997,Positive
Middlemen are taking away most of the profits #680,Negative
Our crop yield has significantly increased this year #154,Positive
Nothing unusual about the climate this month #783,Neutral
Government officials were responsive and helpful #581,Positive
There was a power cut during crucial irrigation hours #471,Negative
Our crop yield has significantly increased this year #704,Positive
The pesticides provided were ineffective #213,Negative
Our training on composting was very effective #897,Positive
The new tractor loan has helped speed up fieldwork #488,Positive
We are seeing better profits than last season #560,Positive
Local authorities are not responding to complaints #142,Negative
The soil quality has degraded over the years #120,Negative
The government scheme really benefited our village #513,Positive
Our livestock is healthier with the new fodder program #634,Positive
The crops are growing at a normal pace #585,Neutral
We are facing water scarcity in our village #665,Negative
The pesticides provided were ineffective #13,Negative
There is no support during natural disasters #932,Negative
The drought has severely affected our crop yield #151,Negative
We are observing the growth phase of our crops #806,Neutral
I'm grateful for the timely distribution of subsidies #117,Positive
Rainfall was consistent and well-timed #741,Positive
We’re waiting for the market rates to stabilize #764,Neutral
Our crops were destroyed by wild animals #975,Negative
There is no support during natural disasters #82,Negative
The weather updates were inaccurate and misleading #811,Negative
Government officials were responsive and helpful #831,Positive
Our storage facility upgrade saved a lot of produce #120,Positive
I'm happy with how the new organic methods are working #657,Positive
Nothing unusual about the climate this month #733,Neutral
No significant change in government policies #693,Neutral
Nothing unusual about the climate this month #933,Neutral
The soil testing facility helped us choose the right fertilizer #636,Positive
Our storage facility upgrade saved a lot of produce #370,Positive
The co-operative model has brought more unity in farming #269,Positive
Our training on composting was very effective #47,Positive
The canal water system is functioning well now #992,Positive
We are finally seeing the benefits of switching to organic #877,Positive
I'm impressed by the new farming techniques we learned #774,Positive
The soil quality has degraded over the years #220,Negative
We are losing hope due to consistent crop failure #127,Negative
The awareness program helped us use pesticides more effectively #5,Positive
Our complaints on the portal go unanswered #596,Negative
There's talk about trying a new seed variety next year #312,Neutral
Everything appears to be under control for now #492,Neutral
Local vendors are exploiting us by offering low prices #78,Negative
The new tractor loan has helped speed up fieldwork #838,Positive
Timely crop insurance saved us a big loss #682,Positive
Fertilizer prices have increased drastically #716,Negative
Weather has been neither too dry nor too wet so far #353,Neutral
There's talk about trying a new seed variety next year #362,Neutral
Communication among farmers has been normal #198,Neutral
"Government promised help, but nothing arrived #149",Negative
The farm produce was sold out quickly this week #575,Positive
The timely rain and improved seeds gave us a great harvest #51,Positive
Our crop yield has significantly increased this year #854,Positive
The pest outbreak this season was uncontrollable #983,Negative
Loan disbursement is delayed every season #824,Negative
Our livestock is healthier with the new fodder program #834,Positive
Fertilizer prices have increased drastically #116,Negative
There’s no help during pest infestations #167,Negative
The pest situation is currently under observation #519,Neutral
We are struggling due to lack of proper irrigation #907,Negative
Weather conditions have been perfect for sowing #972,Positive
Our field demos were well received by other farmers #400,Positive
We completed the harvesting process last week #560,Neutral
The pest situation is currently under observation #369,Neutral
Our storage facility upgrade saved a lot of produce #20,Positive
We’ve had a bumper harvest of rice this season #685,Positive
The soil testing facility helped us choose the right fertilizer #36,Positive
The soil seems to be holding moisture well #830,Neutral
The farm produce was sold out quickly this week #525,Positive
We are observing the growth phase of our crops #456,Neutral
I'm confident we'll have a great season ahead #921,Positive
Local authorities are not responding to complaints #842,Negative
The insurance claim was rejected unfairly #891,Negative
The new tractor loan has helped speed up fieldwork #538,Positive
Heavy rains washed away the seeds after sowing #706,Negative
Farming operations are progressing steadily #932,Neutral
Crop diversity is giving us more market options #246,Positive
We’ve had a bumper harvest of rice this season #785,Positive
We’re unable to sell our produce at a fair price #410,Negative
Irrigation has been functioning as expected #538,Neutral
The awareness program helped us use pesticides more effectively #155,Positive
There are no proper roads to transport our produce #687,Negative
The drip irrigation system is working really well #626,Positive
We are monitoring crop health regularly #877,Neutral
The crop loan interest rates are too high #347,Negative
Our storage facility upgrade saved a lot of produce #570,Positive
There is steady demand in the local market #934,Neutral
There’s been a lot of delay in government support #759,Negative
There’s no help during pest infestations #817,Negative
The loan paperwork is under process #66,Neutral
All the farmers in our area are happy this year #128,Positive
We haven't made any changes in farming technique #978,Neutral
The fields have been plowed and are ready for sowing #7,Neutral
Government officials were responsive and helpful #981,Positive
No special announcements from the authorities #975,Neutral
Rainfall was consistent and well-timed #191,Positive
No one came for the soil testing we requested #140,Negative
Access to expert advice has made a big difference #993,Positive
Our field demos were well received by other farmers #700,Positive
I'm happy with how the new organic methods are working #607,Positive
Government officials were responsive and helpful #181,Positive
We received all the fertilizers on time this season #302,Positive
Meetings are being held as usual #545,Neutral
The situation is manageable at the moment #776,Neutral
The weather updates were inaccurate and misleading #61,Negative
We are using traditional farming methods this time #820,Neutral
There is average participation in training events #879,Neutral
The loan paperwork is under process #566,Neutral
The soil quality has degraded over the years #70,Negative
No special announcements from the authorities #525,Neutral
We are observing the growth phase of our crops #206,Neutral
We are facing labor shortages during peak season #244,Negative
I'm grateful for the timely distribution of subsidies #17,Positive
We are using last year’s strategies for this crop #981,Neutral
Our training on composting was very effective #547,Positive
The weather updates helped us avoid major damage #659,Positive
Farmers attended a local meeting on agriculture trends #705,Neutral
We are cautiously optimistic about the outcome #736,Neutral
The market prices are too low to make a profit #505,Negative
We are seeing better profits than last season #960,Positive
Farming operations are progressing steadily #332,Neutral
The early sowing advice helped avoid pests #798,Positive
The drip irrigation system is working really well #226,Positive
No special announcements from the authorities #75,Neutral
We’re facing huge losses this season again #800,Negative
We are cautiously optimistic about the outcome #486,Neutral
The rainfall has been average compared to last year #963,Neutral
We haven't made any changes in farming technique #278,Neutral
We are cautiously optimistic about the outcome #86,Neutral
We are facing labor shortages during peak season #694,Negative
Our complaints on the portal go unanswered #46,Negative
Our storage facility upgrade saved a lot of produce #470,Positive
The awareness program helped us use pesticides more effectively #955,Positive
We are monitoring crop health regularly #977,Neutral
Our farm-to-market transport has improved greatly #640,Positive
There is average participation in training events #779,Neutral
We are not getting enough returns to repay our loans #219,Negative
There’s been a lot of delay in government support #159,Negative
Fertilizer prices have increased drastically #416,Negative
We’re waiting for the market rates to stabilize #714,Neutral
Local vendors are exploiting us by offering low prices #528,Negative
Transport availability is normal this week #922,Neutral
The drought has severely affected our crop yield #301,Negative
Livestock health has remained stable #867,Neutral
There was no proper guidance from the agriculture department #604,Negative
The training on crop rotation has boosted our yield #161,Positive
The market prices are too low to make a profit #705,Negative
I'm happy with how the new organic methods are working #957,Positive
The loan paperwork is under process #916,Neutral
All the farmers in our area are happy this year #878,Positive
The soil quality has degraded over the years #920,Negative
The irrigation canal has been dry for months #885,Negative
We planted the crops last week as per schedule #201,Neutral
The organic fair gave us great exposure #99,Positive
We haven't made any changes in farming technique #828,Neutral
Local authorities visited the farm to inspect progress #558,Neutral
Our crop yield has significantly increased this year #254,Positive
Our crop yield has significantly increased this year #104,Positive
Our complaints on the portal go unanswered #446,Negative
We are facing labor shortages during peak season #444,Negative
"Government promised help, but nothing arrived #649",Negative
Farmer meetings helped us plan better for the season #587,Positive
All the farmers in our area are happy this year #628,Positive
The crop loan interest rates are too high #697,Negative
The seeds were distributed in the village yesterday #102,Neutral
There are no current issues in the supply chain #200,Neutral
Our crop yield has significantly increased this year #404,Positive
The market prices are too low to make a profit #155,Negative
We are observing the growth phase of our crops #256,Neutral
The pest outbreak this season was uncontrollable #683,Negative
The fields have been plowed and are ready for sowing #57,Neutral
Meetings are being held as usual #845,Neutral
The new irrigation system is saving us a lot of water #453,Positive
The seeds were distributed in the village yesterday #302,Neutral
Local vendors are exploiting us by offering low prices #328,Negative
There are no current issues in the supply chain #50,Neutral
Government officials were responsive and helpful #881,Positive
The pest situation is currently under observation #919,Neutral
I'm impressed by the new farming techniques we learned #624,Positive
We’re maintaining our usual schedule for sowing #394,Neutral
The fertilizer shop is functioning normally #773,Neutral
Unseasonal rains have caused major crop losses #788,Negative
The government scheme really benefited our village #263,Positive
The irrigation canal has been dry for months #635,Negative
We don't have access to reliable weather updates #439,Negative
We are continuing with our usual cropping pattern #199,Neutral
The soil quality has degraded over the years #970,Negative
The water supply is consistent but not excessive #521,Neutral
Pests destroyed most of our harvest this year #803,Negative
Rainfall was consistent and well-timed #641,Positive
We are cautiously optimistic about the outcome #386,Neutral
We are continuing with our usual cropping pattern #599,Neutral
We are using last year’s strategies for this crop #831,Neutral
We’re unable to sell our produce at a fair price #960,Negative
The mobile alerts are useful for daily farming tips #489,Positive
We are facing labor shortages during peak season #844,Negative
The irrigation canal has been dry for months #735,Negative
Our training on composting was very effective #147,Positive
The irrigation canal has been dry for months #535,Negative
There are no proper roads to transport our produce #987,Negative
The soil quality has degraded over the years #370,Negative
We planted the crops last week as per schedule #451,Neutral
We haven't faced any new challenges so far #937,Neutral
We are seeing better profits than last season #660,Positive
Fodder for livestock is not available this year #795,Negative
There's talk about trying a new seed variety next year #512,Neutral
Farmer meetings helped us plan better for the season #187,Positive
We had to sell our produce at throwaway prices #148,Negative
The weather updates helped us avoid major damage #609,Positive
Everything appears to be under control for now #192,Neutral
We’re burdened by increasing input costs #931,Negative
The early sowing advice helped avoid pests #198,Positive
We haven't made any changes in farming technique #328,Neutral
We have enough resources for the next planting cycle #294,Positive
I'm grateful for the timely distribution of subsidies #767,Positive
The timely rain and improved seeds gave us a great harvest #401,Positive
The scheme implementation was smooth and timely #123,Positive
The new irrigation system is saving us a lot of water #203,Positive
The soil testing facility helped us choose the right fertilizer #836,Positive
Meetings are being held as usual #295,Neutral
No one came for the soil testing we requested #440,Negative
Subsidies are not being credited as promised #734,Negative
Our complaints on the portal go unanswered #696,Negative
There is average participation in training events #929,Neutral
The new seeds failed to germinate properly #708,Negative
We’re waiting for the market rates to stabilize #914,Neutral
There was no proper guidance from the agriculture department #154,Negative
Crop insurance hasn't been processed yet #662,Negative
Nothing unusual about the climate this month #433,Neutral
We’re unable to sell our produce at a fair price #760,Negative
The awareness program helped us use pesticides more effectively #855,Positive
No one came for the soil testing we requested #590,Negative
No major incidents have been reported this season #268,Neutral
The canal water system is functioning well now #642,Positive
We received all the fertilizers on time this season #2,Positive
The storage is being used moderately this season #161,Neutral
The organic fair gave us great exposure #699,Positive
There are no proper roads to transport our produce #637,Negative
Local authorities are not responding to complaints #292,Negative
The fields have been plowed and are ready for sowing #857,Neutral
The farm produce looks standard this season #490,Neutral
There was a power cut during crucial irrigation hours #521,Negative
There was no proper guidance from the agriculture department #854,Negative
There are no proper roads to transport our produce #137,Negative
We are continuing with our usual cropping pattern #899,Neutral
There is no support during natural disasters #632,Negative
"Government promised help, but nothing arrived #999",Negative
I'm satisfied with the quality of seeds provided #664,Positive
Our livestock is healthier with the new fodder program #684,Positive
The new seeds failed to germinate properly #258,Negative
We had no pest issues this time thanks to early intervention #318,Positive
The organic fair gave us great exposure #649,Positive
The irrigation canal has been dry for months #435,Negative
Middlemen are taking away most of the profits #480,Negative
We are seeing better profits than last season #710,Positive
The pest outbreak this season was uncontrollable #283,Negative
We are not getting enough returns to repay our loans #769,Negative
The scheme implementation was smooth and timely #973,Positive
The situation is manageable at the moment #676,Neutral
We are using last year’s strategies for this crop #681,Neutral
We are struggling due to lack of proper irrigation #307,Negative
The drought has severely affected our crop yield #401,Negative
There’s been a lot of delay in government support #409,Negative
Irrigation has been functioning as expected #238,Neutral
The crop loan interest rates are too high #497,Negative
There is routine inspection happening this week #39,Neutral
Middlemen are taking away most of the profits #530,Negative
Transport issues led to rotting of fresh produce #664,Negative
The market prices are too low to make a profit #355,Negative
No special announcements from the authorities #925,Neutral
Meetings are being held as usual #945,Neutral
We are facing labor shortages during peak season #644,Negative
We didn’t receive the fertilizer on time #52,Negative
Crop diversity is giving us more market options #796,Positive
We’re maintaining our usual schedule for sowing #694,Neutral
We had to sell our produce at throwaway prices #598,Negative
Farmers attended a local meeting on agriculture trends #605,Neutral
The soil seems to be holding moisture well #730,Neutral
The situation is manageable at the moment #626,Neutral
The soil quality has degraded over the years #820,Negative
The mobile app for services is not working properly #723,Negative
Subsidies are not being credited as promised #184,Negative
The fertilizer shop is functioning normally #573,Neutral
We’re unable to sell our produce at a fair price #60,Negative
Rainfall was consistent and well-timed #541,Positive
Government schemes are not reaching us on time #679,Negative
All tools and machines are working as expected #797,Neutral
We are observing the growth phase of our crops #956,Neutral
Nothing unusual about the climate this month #533,Neutral
The new seeds failed to germinate properly #758,Negative
Loan disbursement is delayed every season #924,Negative
Crop diversity is giving us more market options #96,Positive
There was a power cut during crucial irrigation hours #21,Negative
I'm satisfied with the quality of seeds provided #564,Positive
We are using the same resources as last year #791,Neutral
I'm satisfied with the quality of seeds provided #864,Positive
The irrigation canal has been dry for months #485,Negative
There is no support during natural disasters #882,Negative
We don't have access to reliable weather updates #39,Negative
I'm happy with how the new organic methods are working #207,Positive
Access to expert advice has made a big difference #393,Positive
No significant change in government policies #843,Neutral
I'm confident we'll have a great season ahead #871,Positive
The early sowing advice helped avoid pests #398,Positive
Farmers are planning the next crop cycle #815,Neutral
Nothing unusual about the climate this month #883,Neutral
Government schemes are not reaching us on time #29,Negative
We are using the same resources as last year #691,Neutral
We are unable to access good quality seeds #486,Negative
The storage is being used moderately this season #661,Neutral
The training on crop rotation has boosted our yield #961,Positive
There was a power cut during crucial irrigation hours #571,Negative
The market has usual crowd this season #774,Neutral
Our complaints on the portal go unanswered #896,Negative
Farming operations are progressing steadily #732,Neutral
All tools and machines are working as expected #147,Neutral
The awareness program helped us use pesticides more effectively #805,Positive
We didn’t receive the fertilizer on time #752,Negative
Farmers attended a local meeting on agriculture trends #455,Neutral
The new irrigation system is saving us a lot of water #503,Positive
The new loan program was processed efficiently #780,Positive
Transport issues led to rotting of fresh produce #864,Negative
The timely rain and improved seeds gave us a great harvest #201,Positive
Nothing unusual about the climate this month #183,Neutral
There is routine inspection happening this week #89,Neutral
There is average participation in training events #279,Neutral
The crop loan interest rates are too high #797,Negative
Our sugarcane output is at an all-time high #379,Positive
We haven't faced any new challenges so far #337,Neutral
The co-operative model has brought more unity in farming #419,Positive
"Government promised help, but nothing arrived #699",Negative
The canal water system is functioning well now #392,Positive
We are using the same resources as last year #641,Neutral
The mobile app for services is not working properly #523,Negative
The pesticides provided were ineffective #163,Negative
Our complaints on the portal go unanswered #496,Negative
There are no major updates from the cooperative #696,Neutral
We haven't made any changes in farming technique #28,Neutral
Pests destroyed most of our harvest this year #153,Negative
Our requests to the local officer went unheard #368,Negative
The pest situation is currently under observation #569,Neutral
The harvest festival went well with record outputs #65,Positive
The rainfall has been average compared to last year #63,Neutral
We’re burdened by increasing input costs #181,Negative
Access to expert advice has made a big difference #493,Positive
The new loan program was processed efficiently #380,Positive
We are cautiously optimistic about the outcome #236,Neutral
I'm satisfied with the quality of seeds provided #764,Positive
Farmers are planning the next crop cycle #265,Neutral
The canal water system is functioning well now #792,Positive
We are losing hope due to consistent crop failure #77,Negative
Our sugarcane output is at an all-time high #879,Positive
The new tractor loan has helped speed up fieldwork #338,Positive
No major incidents have been reported this season #768,Neutral
We’re maintaining our usual schedule for sowing #344,Neutral
There’s no help during pest infestations #17,Negative
Storage facilities are in very poor condition #276,Negative
The local market prices are favorable this time #456,Positive
The solar-powered pumps are very efficient #816,Positive
No major incidents have been reported this season #318,Neutral
Crop diversity is giving us more market options #996,Positive
There is no support during natural disasters #982,Negative
We received all the fertilizers on time this season #202,Positive
Our soil health has improved thanks to expert advice #162,Positive
Middlemen are taking away most of the profits #580,Negative
We haven't made any changes in farming technique #778,Neutral
There are no current issues in the supply chain #450,Neutral
The new irrigation system is saving us a lot of water #703,Positive
The drought has severely affected our crop yield #501,Negative
Middlemen are taking away most of the profits #130,Negative
We’re waiting for the market rates to stabilize #614,Neutral
We didn't receive any training this year #22,Negative
We are unable to access good quality seeds #586,Negative
